Gene_id	Description	Length	e-Value	GO
NGJCOJPH_00265	phenylalanine--tRNA ligase subunit alpha	339	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004826 F:phenylalanine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006432 P:phenylalanyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; P:GO:0043039 P:tRNA aminoacylation; F:GO:0046872 F:metal ion binding
NGJCOJPH_00266	phenylalanine--tRNA ligase subunit beta	787	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0003723 F:RNA binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004826 F:phenylalanine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006432 P:phenylalanyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00332	acyl carrier protein	75	1.27861E-41	F:GO:0000036 F:acyl carrier activity; C:GO:0005737 C:cytoplasm; P:GO:0006629 P:lipid metabolic process; P:GO:0006631 P:fatty acid metabolic process; P:GO:0006633 P:fatty acid biosynthetic process; P:GO:0036104 P:Kdo2-lipid A biosynthetic process
NGJCOJPH_00747	Octaprenyl diphosphate synthase	323	0.0	F:GO:0000010 F:trans-hexaprenyltranstransferase activity; F:GO:0004161 F:dimethylallyltranstransferase activity; F:GO:0004311 F:farnesyltranstransferase activity; F:GO:0004337 F:geranyltranstransferase activity; F:GO:0004746 F:riboflavin synthase activity; P:GO:0008299 P:isoprenoid biosynthetic process; F:GO:0016740 F:transferase activity
NGJCOJPH_00051	TRAP transporter substrate-binding protein	356	0.0	C:GO:0031317 C:tripartite ATP-independent periplasmic transporter complex; C:GO:0042597 C:periplasmic space; F:GO:0046872 F:metal ion binding; P:GO:0055085 P:transmembrane transport; P:GO:0071702 P:organic substance transport
NGJCOJPH_00836	TRAP transporter substrate-binding protein	332	0.0	C:GO:0030288 C:outer membrane-bounded periplasmic space; P:GO:0055085 P:transmembrane transport; P:GO:0071702 P:organic substance transport
NGJCOJPH_00264	Outer membrane lipoprotein	158	5.15394E-94	C:GO:0019867 C:outer membrane
NGJCOJPH_01031	Outer membrane protein assembly factor BamE	134	3.75617E-54	C:GO:0019867 C:outer membrane
NGJCOJPH_00352	efflux RND transporter periplasmic adaptor subunit	391	0.0	C:GO:0016020 C:membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0042221 P:response to chemical; P:GO:0055085 P:transmembrane transport
NGJCOJPH_01183	peptidoglycan DD-metalloendopeptidase family protein	360	0.0	C:GO:0016020 C:membrane; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00088	FtsQ-type POTRA domain-containing protein	219	2.03692E-145	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0090529 P:cell septum assembly
NGJCOJPH_00099	cell division protein FtsB	129	1.43165E-63	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0051301 P:cell division
NGJCOJPH_00736	cytochrome c biogenesis protein CcsA	260	1.06204E-161	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0017004 P:cytochrome complex assembly; F:GO:0020037 F:heme binding
NGJCOJPH_00466	c-type cytochrome biogenesis protein CcmI	388	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0017004 P:cytochrome complex assembly
NGJCOJPH_00760	DUF21 domain-containing protein	385	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0050660 F:flavin adenine dinucleotide binding
NGJCOJPH_01295	cytochrome c oxidase accessory protein CcoG	464	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding
NGJCOJPH_00971	PP0621 family protein	69	2.538E-33	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0046872 F:metal ion binding
NGJCOJPH_00223	tetratricopeptide repeat protein	205	1.51717E-122	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0044877 F:protein-containing complex binding
NGJCOJPH_00094	sodium:solute symporter family protein	476	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00096	sodium:solute symporter family protein	476	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00311	MFS transporter	76	2.62945E-20	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00312	MFS transporter	323	4.46576E-85	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00424	MFS transporter	391	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00804	MFS transporter	421	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00140	TonB C-terminal domain-containing protein	307	4.28113E-168	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0019534 F:toxin transmembrane transporter activity; P:GO:0043213 P:bacteriocin transport; P:GO:0051301 P:cell division; P:GO:1901998 P:toxin transport
NGJCOJPH_00546	DsbC family protein	239	2.14691E-147	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016853 F:isomerase activity; C:GO:0042597 C:periplasmic space
NGJCOJPH_00286	Cytochrome c heme lyase subunit CcmL	146	1.69987E-100	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016829 F:lyase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00663	1-acyl-sn-glycerol-3-phosphate acyltransferase	233	1.16347E-150	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity; F:GO:0016746 F:transferase activity, transferring acyl groups
NGJCOJPH_00470	DUF2892 domain-containing protein	78	1.26228E-28	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity
NGJCOJPH_00943	rhodanese-like domain-containing protein	139	2.43923E-78	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity
NGJCOJPH_01481	rhodanese-like domain-containing protein	95	1.12821E-57	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity
NGJCOJPH_00008	Succinate dehydrogenase cytochrome b subunit	195	9.75835E-99	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00064	hypothetical protein	223	1.55432E-124	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00081	Bax inhibitor-1/YccA family protein	219	1.40512E-140	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00087	hypothetical protein	232	3.04916E-136	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00100	hypothetical protein	79	1.04273E-42	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00101	RDD family protein	135	1.73106E-80	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00111	Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center	224	3.48877E-126	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00115	DedA family protein	190	1.32188E-122	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00145	PGPGW domain-containing protein	136	1.72256E-73	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00146	hypothetical protein	192	5.15305E-122	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00152	Iron-regulated protein A precursor	433	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00180	CBS-domain-containing membrane protein	131	8.36447E-72	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00203	DoxX family protein	153	4.65319E-76	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00208	VTT domain-containing protein	188	4.92564E-99	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00255	Folate carrier, cyanobacterial type	486	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00274	SulP family inorganic anion transporter	507	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00277	hypothetical protein	212	8.23952E-60	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00283	hypothetical protein	58	1.2256E-18	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00330	hypothetical protein	70	8.04817E-29	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00359	NnrS family protein	393	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00370	rhodanese-like domain-containing protein	144	2.33118E-70	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00389	hypothetical protein	101	4.71759E-46	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00391	DUF2062 domain-containing protein	164	7.85959E-107	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00406	DUF502 domain-containing protein	200	2.41892E-131	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00409	LemA protein	202	2.82644E-139	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00429	OmpA family protein	189	1.31948E-113	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00486	HlyD family efflux transporter periplasmic adaptor subunit	390	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00507	DUF3971 domain-containing protein	821	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00533	DUF1538 domain-containing protein	243	4.75127E-158	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00534	DUF1538 domain-containing protein	246	7.26488E-162	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00537	DUF302 domain-containing protein	217	3.71067E-146	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00575	hypothetical protein	169	2.9051E-97	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00629	Permease of the drug/metabolite transporter (DMT) superfamily	103	3.12859E-18	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00630	EamA family transporter	67	9.09176E-30	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00631	SlyX family protein	68	1.23402E-34	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00636	Fis family transcriptional regulator	125	2.62503E-77	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00646	YihY family inner membrane protein	261	5.14669E-155	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00659	DUF3955 domain-containing protein	72	4.22052E-18	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00661	DNA recombination protein RmuC	378	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00694	TIGR04211 family SH3 domain-containing protein	216	3.7552E-123	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00771	hypothetical protein	198	6.56575E-104	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00900	Optional hypothetical component of the B12 transporter BtuM	205	4.6582E-101	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00916	AI-2E family transporter	360	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01064	sulfite exporter TauE/SafE family protein	253	1.89588E-164	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01068	DUF2798 domain-containing protein	76	1.63954E-14	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01137	Membrane protein	375	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01138	DUF4395 domain-containing protein	249	1.16808E-170	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01147	RDD family protein	125	9.42669E-60	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01149	DUF2914 domain-containing protein	135	2.43668E-59	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01176	cbb3-type cytochrome c oxidase subunit 3	46	1.05219E-22	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01217	hypothetical protein	111	2.93474E-43	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01218	type IV conjugative transfer system protein TraL	87	7.74922E-53	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01221	conjugal transfer protein TraG N-terminal domain-containing protein	576	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01222	SdpI family protein	115	1.76592E-50	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01278	DNA transfer and F pilus assembly protein	151	2.24428E-68	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01288	Phage-related tail protein	266	4.54711E-156	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01321	DoxX family protein	293	1.92307E-150	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01325	YqhA family protein	172	1.67344E-107	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01405	hypothetical protein	133	9.36064E-67	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01413	cbb3-type cytochrome oxidase assembly protein CcoS	65	5.20643E-34	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01427	adenylylsulfate reductase	289	0.0	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01492	FxsA family protein	150	9.62755E-97	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01547	hypothetical protein	78	9.18576E-40	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01556	DUF2238 domain-containing protein	211	1.50333E-129	C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01074	Outer-membrane-phospholipid-binding lipoprotein MlaA	228	1.49113E-142	C:GO:0016020 C:membrane
NGJCOJPH_00134	hypothetical protein	170	2.28982E-104	C:GO:0009279 C:cell outer membrane; P:GO:0015031 P:protein transport; C:GO:0016020 C:membrane
NGJCOJPH_00619	LPS assembly protein LptD	735	0.0	C:GO:0009279 C:cell outer membrane; P:GO:0010033 P:response to organic substance; P:GO:0015920 P:lipopolysaccharide transport; C:GO:0016020 C:membrane; C:GO:0019867 C:outer membrane; P:GO:0043165 P:Gram-negative-bacterium-type cell outer membrane assembly; P:GO:0061024 P:membrane organization
NGJCOJPH_00129	outer membrane protein assembly factor BamE	167	9.64891E-78	C:GO:0009279 C:cell outer membrane; C:GO:0016020 C:membrane; C:GO:0019867 C:outer membrane; P:GO:0043165 P:Gram-negative-bacterium-type cell outer membrane assembly; P:GO:0051205 P:protein insertion into membrane
NGJCOJPH_01311	LPS-assembly lipoprotein	150	9.75819E-88	C:GO:0009279 C:cell outer membrane; C:GO:0016020 C:membrane; C:GO:0019867 C:outer membrane; P:GO:0043165 P:Gram-negative-bacterium-type cell outer membrane assembly
NGJCOJPH_00425	outer membrane protein assembly factor BamD	255	4.6702E-166	C:GO:0009279 C:cell outer membrane; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0043165 P:Gram-negative-bacterium-type cell outer membrane assembly; P:GO:0051205 P:protein insertion into membrane
NGJCOJPH_00344	outer membrane protein assembly factor BamA	761	0.0	C:GO:0009279 C:cell outer membrane; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; C:GO:0019867 C:outer membrane; P:GO:0043165 P:Gram-negative-bacterium-type cell outer membrane assembly; P:GO:0051205 P:protein insertion into membrane; P:GO:0071709 P:membrane assembly
NGJCOJPH_00975	YadA C-terminal domain-containing protein	71	6.53558E-20	C:GO:0009279 C:cell outer membrane; C:GO:0009986 C:cell surface; P:GO:0015031 P:protein transport; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00968	glycine cleavage system protein GcvH	124	2.28216E-77	C:GO:0005960 C:glycine cleavage complex; P:GO:0019464 P:glycine decarboxylation via glycine cleavage system
NGJCOJPH_00983	calcium/sodium antiporter	317	0.0	C:GO:0005887 C:integral component of plasma membrane; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0055085 P:transmembrane transport
NGJCOJPH_00236	heme exporter protein CcmD	56	1.01182E-29	C:GO:0005886 C:plasma membrane; P:GO:0015886 P:heme transport; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0017004 P:cytochrome complex assembly
NGJCOJPH_00138	protein TolQ	226	1.57968E-136	C:GO:0005886 C:plasma membrane; P:GO:0015031 P:protein transport; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; P:GO:0043213 P:bacteriocin transport
NGJCOJPH_01369	membrane protein insertase YidC	541	0.0	C:GO:0005886 C:plasma membrane; P:GO:0015031 P:protein transport; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0032977 F:membrane insertase activity; P:GO:0090150 P:establishment of protein localization to membrane
NGJCOJPH_01483	preprotein translocase subunit YajC	113	3.04692E-66	C:GO:0005886 C:plasma membrane; P:GO:0015031 P:protein transport; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00353	efflux RND transporter permease subunit	1166	0.0	C:GO:0005886 C:plasma membrane; P:GO:0009636 P:response to toxic substance; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0022857 F:transmembrane transporter activity; P:GO:0055085 P:transmembrane transport
